,ReviewText,RecommendedOrNot,ReviewLength,PlayHours,DatePosted
12753,great,Recommended,5,36.2 hrs on record,Posted: September 15
12754,My game of the year!!!,Recommended,18,138.5 hrs on record,Posted: September 15
12755,good,Recommended,4,37.7 hrs on record,Posted: September 15
12756,insane never thought a monkey could impress me can i devolve back into monkey,Recommended,64,6.5 hrs on record,Posted: September 15
12757,So prod that Chinese Game Science can create such a master piece. This is just a start of new era.,Recommended,79,67.2 hrs on record,Posted: September 15
12758,Too Good,Recommended,7,71.8 hrs on record,Posted: September 15
12759,Love being able to play monkey king,Recommended,29,6.3 hrs on record,Posted: September 15
12760,"You play as monkey struggling to find food, you find it and a really big stick.",Recommended,64,42.6 hrs on record,Posted: September 15
12761,bok gibi oyun aq incelemelere bakip almayin guzel goruntuleri disinda bi sikimi yok,Not Recommended,71,31.1 hrs on record,Posted: September 15
12762,"really fun but really hard at the same time, would recommend",Recommended,50,71.4 hrs on record,Posted: September 15
12763,W for WUKOOONG 🐒🐒🐒🐒🐒🐒,Recommended,18,73.7 hrs on record,Posted: September 15
12764,5*,Recommended,2,46.3 hrs on record,Posted: September 15
12765,"Product refundedSacrilege, I know.I have a 6800 XT and a 5900 X. Yes, it's just a touch older, but it is still a powerful PC, but I can barely squeak out 90 FPS on High, having to use the awful implemented frame generation, which makes it look worse than ""low"", all while my computer sounds like it's trying to work as a heater. What did they test this on? A 4090? There is no point in making the game absolutely beautiful if above average PCs that run it will become a space heater, or have a 1,600 workhorse graphics card. I've tried optimizing the game, but random settings are CPU/Graphics extensive for no reason. Why does lowering cloud textures outside of the first intro cannibalize almost 15 FPS? That means that the developers have it rendering in the background constantly. Horrible optimization ruins an otherwise beautiful game, and I have no interest in upgrading my PC to play just one game. First Descendant is just as pretty and works at a buttery 120 FPS and looks as incredible if not more.",Not Recommended,829,1.2 hrs on record,Posted: September 15
12766,"10 out of 10!!! If this is not Goty of 2024, it must be rigged! So cinematic and intriguing. It is sooooooooooo good that I got sad when it is all over. Best game ever, no doubts",Recommended,142,53.9 hrs on record,Posted: September 15
12767,monke,Recommended,5,121.2 hrs on record,Posted: September 15
12768,nice,Recommended,4,72.5 hrs on record,Posted: September 15
12769,"Never played a Souls game, but I can say this was tough for me, in a way that eventually was rewarding and worth the effort. Steamdeck playable!!! That being said, at 30fps with not great graphics lol. But it's a start, and its playable, so thumbs up regardless.",Recommended,215,86.6 hrs on record,Posted: September 15
12770,Going bananas with all the monkey business.,Recommended,37,78.0 hrs on record,Posted: September 15
12771,"my first ARPG, thoroughly enjoyed it!",Recommended,32,25.7 hrs on record,Posted: September 15
12772,"This is a very well rounded game! Its like a blend of GoW, Ghost of Tsushima and Elden Ring all in one. The story is thought out and combat feels so fluid and unique with being able to change your stances mid fight.",Recommended,173,80.8 hrs on record,Posted: September 15
12773,"Starting with the cons, the maps (especially earlier levels) and invisible walls need working, but the core combat system is quite polished and fun; the plot/music/art, are some of the best I've seen",Recommended,167,39.9 hrs on record,Posted: September 15
12774,Insane game. I'll cast my vote now...GOTY!!!,Recommended,38,99.6 hrs on record,Posted: September 15
12775,good,Recommended,4,50.6 hrs on record,Posted: September 15
12776,It makes you feel like monkey,Recommended,24,53.9 hrs on record,Posted: September 15
12777,good monkey.,Recommended,11,49.2 hrs on record,Posted: September 15
12778,"Blah blah blah, get gud...I've played through Elden Ring and there is hard, and then there is just not teaching you how to play and throwing you in. Then limiting potions you can buy (sold out) while you grind the same boss over and over. You look up a strategy guide and a guy is level 30 talking about how he grind for 13 hours to kill the first boss... This game difficulty curve is too much to be fun unless it is something your explicitly want.This game needs a better learning curve.",Not Recommended,397,2.6 hrs on record,Posted: September 15
12779,"“Black Myth: Wukong,” developed by Game Science, is an eagerly anticipated action RPG inspired by the Chinese classic Journey to the West. The game impresses with its stunning graphics, made possible by Unreal Engine 5, offering detailed environments, dynamic weather, and intricately designed characters. The combat system promises a blend of fast-paced action and strategic depth, allowing players to use Wukong’s transformative abilities and mystical powers in engaging ways. Exploration also plays a significant role, with a mix of platforming, puzzles, and combat enriching the gameplay experience.The narrative focuses on Sun Wukong’s legendary journey, intertwining traditional lore with new content to appeal to both fans of the original story and newcomers. While the game is still in development, early trailers and demos have showcased its potential, suggesting it could become a standout title in the action RPG genre. If it delivers on its ambitious promises, “Black Myth: Wukong” could offer a captivating blend of epic storytelling and immersive gameplay.",Recommended,912,21.6 hrs on record,Posted: September 15
12780,rape,Recommended,4,10.2 hrs on record,Posted: September 15
12781,Great Game. Great Story. Great Gameplay,Recommended,34,11.0 hrs on record,Posted: September 15
12782,GOOG GAME!!!!!!,Recommended,14,42.1 hrs on record,Posted: September 15
12783,"I would 100% recommend this to players. Why, because 1. It looks AMAZING 2. The bosses are also amazing 3. The lore and how they portrayed Journey to The West is amazing 4. The amount of exploration you can do in this game is nonparallel to any other game except for like god of war or elden ring 5. Like also about bosses there are tons of easier bosses but then there are also tons of difficult bosses like chapter 5 end boss or secret ending boss in chapter 3( trying to avoid spoilers) 6. it has great NG+ scaling besides the final boss has a TON of HP on NG+3 and on (I am on NG+3) 7. Then to also counteract point 5 and the final boss hp you can use one of the many builds 8. I may have missed a few of the key features but overall I would 100% recommend this game to player",Recommended,623,89.1 hrs on record,Posted: September 15
12784,"Performs incredibly poorly, even on the lowest possible settings I am barely able to make it through cutscenes, to the point where it starts to become glitchy, and this carries into boss fights that involve background effects. Normally I can accept low frame rates and simply tolerate them, but in a souls like game with dodge rolling mechanics it essentially artificially throttles my reaction time. I am also experiencing problems such as abilities occasionally failing to work and the character appearing to be locked onto an axis of movement even though I am not locked on to my target.I am genuinely enjoying this game, which is why it is so frustrating that I'm having these problems which are getting in the way of my ability to properly play it, if you haven't bought this game yet I would suggest looking at your performance before hitting the two hour mark and possibly refunding the game before you continue, because at sixty dollars I genuinely believe I might have wasted my moneyEDIT: After reaching chapter 2 I can say with confidence that I wasted sixty dollars, I can't refund it because I've played it for too long, but the problems didn't seriously make me consider refunding until I'd gone well beyond the two hour mark, fighting bosses at a consistent 29 FPS in a fast paced souls like simply isn't worth it. Do not buy this game if you don't have a high end PC",Not Recommended,1140,8.1 hrs on record,Posted: September 15
